0.00133333,0.00666667,0.0333333
0.0106667,0.0466667,0.2
0.036,0.126667,0.4
0.0853333,0.246667,0.6
0.166667,0.406667,0.8
0.286667,0.6,0.966667
0.446667,0.8,1
0.646667,1,1
0.886667,1.2,1
1.16667,1.4,1
1.48667,1.6,1
1.84667,1.8,1
2.24667,2,1
2.68667,2.2,1
3.16667,2.4,1
3.68667,2.6,1
4.24667,2.8,1
4.84667,3,1
5.48667,3.2,1
6.16667,3.4,1
6.88667,3.6,1
7.64667,3.8,1
8.44667,4,1
9.28667,4.2,1
10.1667,4.4,1
11.0853,4.59333,0.966667
12.036,4.75333,0.8
13.0107,4.87333,0.6
14.0013,4.95333,0.4
15,4.99333,0.2
16,5,0.0333333
17,5,0
18,5,0
19,5,8.88178e-14
20,5,-8.88178e-14
21,5,0
22,5,8.88178e-14
23,5,-8.88178e-14
24,5,0
25,5,-8.88178e-14
26,5,0
27,5,0
28,5,0
29,5,0
30,5,0
31,5,0
32,5,0
33,5,-8.88178e-14
34,5,1.77636e-13
35,5,0
36,5,-1.77636e-13
37,5,0
38,5,1.77636e-13
39,5,0
40,5,-1.77636e-13
41,5,0
42,5,1.77636e-13
43,5,0
44,5,-1.77636e-13
45,5,0
46,5,1.77636e-13
47,5,0
48,5,-1.77636e-13
49,5,0
50,5,1.77636e-13
51,5,0
52,5,-1.77636e-13
53,5,0
54,5,1.77636e-13
55,5,0
56,5,-1.77636e-13
57,5,0
58,5,1.77636e-13
59,5,0
60,5,-1.77636e-13
61,5,0
62,5,1.77636e-13
63,5,0
64,5,-1.77636e-13
65,5,0
66,5,1.77636e-13
67,5,0
68,5,-3.55271e-13
69,5,3.55271e-13
70,5,0
71,5,0
72,5,0
73,5,-3.55271e-13
74,5,3.55271e-13
75,5,0
76,5,-3.55271e-13
77,5,3.55271e-13
78,5,0
79,5,0
80,5,0
81,5,-3.55271e-13
82,5,3.55271e-13
83,5,0
84,5,-3.55271e-13
85,5,3.55271e-13
85.9987,4.99333,-0.0333333
86.9893,4.95333,-0.2
87.964,4.87333,-0.4
88.9147,4.75333,-0.6
89.8333,4.59333,-0.8
90.7133,4.4,-0.966667
91.5533,4.2,-1
92.3533,4,-1
93.1133,3.8,-1
93.8333,3.6,-1
94.5133,3.4,-1
95.1533,3.2,-1
95.7533,3,-1
96.3133,2.8,-1
96.8333,2.6,-1
97.3133,2.4,-1
97.7533,2.2,-1
98.1533,2,-1
98.5133,1.8,-1
98.8333,1.6,-1
99.1133,1.4,-1
99.3533,1.2,-1
99.5533,1,-1
99.7133,0.8,-1
99.8333,0.6,-1
99.9147,0.406667,-0.966667
99.964,0.246667,-0.8
99.9893,0.126667,-0.6
99.9987,0.0466667,-0.4
100,0.00666667,-0.2
