1.5708,-3.14158,1.5708,0,0,0,
1.57077,-3.14152,1.5708,0,0,0,
1.57069,-3.14137,1.5708,0,0,0,
1.57053,-3.14106,1.5708,0,0,0,
1.57028,-3.14055,1.5708,0,0,0,
1.5699,-3.13979,1.5708,0,0,0,
1.56937,-3.13873,1.5708,0,0,0,
1.56867,-3.13732,1.5708,0,0,0,
1.56776,-3.13552,1.5708,0,0,0,
1.56663,-3.13326,1.5708,0,0,0,
1.56525,-3.1305,1.5708,0,0,0,
1.5636,-3.12719,1.5708,0,0,0,
1.56165,-3.12328,1.5708,0,0,0,
1.55937,-3.11872,1.5708,0,0,0,
1.55674,-3.11347,1.5708,0,0,0,
1.55373,-3.10746,1.5708,0,0,0,
1.55033,-3.10065,1.5708,0,0,0,
1.5465,-3.09299,1.5708,0,0,0,
1.54222,-3.08443,1.5708,0,0,0,
1.53747,-3.07492,1.5708,0,0,0,
1.53221,-3.06442,1.5708,0,0,0,
1.52643,-3.05286,1.5708,0,0,0,
1.5201,-3.0402,1.5708,0,0,0,
1.5132,-3.02639,1.5708,0,0,0,
1.5057,-3.01138,1.5708,0,0,0,
1.49757,-2.99512,1.5708,0,0,0,
1.48879,-2.97757,1.5708,0,0,0,
1.47933,-2.95866,1.5708,0,0,0,
1.46918,-2.93835,1.5708,0,0,0,
1.4583,-2.91659,1.5708,0,0,0,
1.44667,-2.89333,1.5708,0,0,0,
1.43427,-2.86853,1.5708,0,0,0,
1.42109,-2.84217,1.5708,0,0,0,
1.40716,-2.81432,1.5708,0,0,0,
1.39251,-2.78501,1.5708,0,0,0,
1.37716,-2.75431,1.5708,0,0,0,
1.36113,-2.72226,1.5708,0,0,0,
1.34446,-2.6889,1.5708,0,0,0,
1.32715,-2.6543,1.5708,0,0,0,
1.30925,-2.6185,1.5708,0,0,0,
1.29078,-2.58155,1.5708,0,0,0,
1.27175,-2.54349,1.5708,0,0,0,
1.2522,-2.50439,1.5708,0,0,0,
1.23215,-2.46429,1.5708,0,0,0,
1.21162,-2.42324,1.5708,0,0,0,
1.19065,-2.38129,1.5708,0,0,0,
1.16925,-2.33848,1.5708,0,0,0,
1.14744,-2.29488,1.5708,0,0,0,
1.12527,-2.25053,1.5708,0,0,0,
1.10274,-2.20548,1.5708,0,0,0,
1.07989,-2.15978,1.5708,0,0,0,
1.05674,-2.11348,1.5708,0,0,0,
1.03332,-2.06663,1.5708,0,0,0,
1.00964,-2.01928,1.5708,0,0,0,
0.985741,-1.97148,1.5708,0,0,0,
0.961641,-1.92328,1.5708,0,0,0,
0.937366,-1.87473,1.5708,0,0,0,
0.912941,-1.82588,1.5708,0,0,0,
0.888391,-1.77678,1.5708,0,0,0,
0.863742,-1.72748,1.5708,0,0,0,
0.839017,-1.67803,1.5708,0,0,0,
0.814242,-1.62848,1.5708,0,0,0,
0.789443,-1.57888,1.5708,0,0,0,
0.76464,-1.52928,1.57079,0,0,0,
0.739855,-1.47971,1.57073,0,0,0,
0.715111,-1.43022,1.57057,0,0,0,
0.690434,-1.38086,1.57027,0,0,0,
0.665849,-1.33169,1.56976,0,0,0,
0.641381,-1.28276,1.569,0,0,0,
0.617054,-1.2341,1.56794,0,0,0,
0.592894,-1.18578,1.56653,0,0,0,
0.568926,-1.13785,1.56472,0,0,0,
0.545175,-1.09035,1.56247,0,0,0,
0.521665,-1.04333,1.55971,0,0,0,
0.498422,-0.996841,1.5564,0,0,0,
0.475471,-0.950939,1.55249,0,0,0,
0.452837,-0.905671,1.54793,0,0,0,
0.430544,-0.861086,1.54267,0,0,0,
0.408619,-0.817235,1.53667,0,0,0,
0.387085,-0.774167,1.52986,0,0,0,
0.365967,-0.731933,1.5222,0,0,0,
0.345292,-0.690582,1.51364,0,0,0,
0.325083,-0.650165,1.50413,0,0,0,
0.305366,-0.610731,1.49362,0,0,0,
0.286166,-0.572331,1.48207,0,0,0,
0.267508,-0.535014,1.46941,0,0,0,
0.249416,-0.498831,1.4556,0,0,0,
0.231916,-0.463831,1.44059,0,0,0,
0.215033,-0.430065,1.42435,0,0,0,
0.198792,-0.397583,1.4069,0,0,0,
0.183217,-0.366434,1.3883,0,0,0,
0.168335,-0.336668,1.36859,0,0,0,
