0.00133333,0.00666667,0.0333333
0.0106667,0.0466667,0.2
0.036,0.126667,0.4
0.0853333,0.246667,0.6
0.166667,0.406667,0.8
0.286667,0.6,0.966667
0.446667,0.8,1
0.646667,1,1
0.886667,1.2,1
1.16667,1.4,1
1.48667,1.6,1
1.84667,1.8,1
2.24667,2,1
2.68651,2.19921,0.996026
3.16224,2.37864,0.897197
3.66603,2.51896,0.701562
4.18988,2.61927,0.501562
4.7258,2.67958,0.301562
5.26578,2.69989,0.101562
5.80182,2.68021,-0.0984379
6.32592,2.62052,-0.298438
6.83009,2.52083,-0.498438
7.30632,2.38114,-0.698438
7.74677,2.20225,-0.894463
8.14739,2.00312,-0.995635
8.50802,1.80312,-1
8.82864,1.60312,-1
9.10927,1.40312,-1
9.34989,1.20312,-1
9.55052,1.00312,-1
9.71114,0.803124,-1
9.83177,0.603124,-1
9.91366,0.409483,-0.968205
9.96343,0.248859,-0.803124
9.98908,0.128234,-0.603124
9.9986,0.0476088,-0.403124
10,0.00698397,-0.203124
